StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
7189,8.351648351648352,1,1,0,88,3.9,No,Yes,55,68,NotPlaced
7190,7.142857142857143,0,2,0,90,4.5,No,No,55,64,NotPlaced
7191,8.571428571428571,2,3,2,90,4.8,Yes,Yes,87,84,Placed
7192,8.131868131868133,0,1,0,73,4.1,No,No,63,72,NotPlaced
7193,9.340659340659341,2,3,2,90,4.8,Yes,Yes,82,87,Placed
7194,8.351648351648352,1,2,0,73,3.7,No,Yes,67,61,NotPlaced
7195,8.351648351648352,1,1,1,71,4.1,Yes,Yes,62,79,NotPlaced
7196,9.010989010989011,1,2,2,90,4.8,Yes,Yes,71,88,Placed
7197,9.230769230769232,2,3,2,90,4.8,Yes,Yes,73,88,Placed
7198,7.582417582417583,1,1,0,76,4.0,No,Yes,77,76,Placed
7199,7.142857142857143,1,1,0,68,4.0,Yes,No,69,66,NotPlaced
7200,8.351648351648352,2,3,2,77,4.8,Yes,Yes,79,77,Placed
7201,8.131868131868133,1,0,2,73,4.2,No,Yes,90,72,Placed
7202,7.142857142857143,1,1,0,72,4.0,No,No,64,71,NotPlaced
7203,9.120879120879122,1,3,1,90,4.8,Yes,Yes,71,84,Placed
7204,8.131868131868133,1,3,0,77,4.8,No,Yes,56,68,NotPlaced
7205,8.461538461538462,1,1,1,66,3.9,No,No,55,65,NotPlaced
7206,8.131868131868133,1,3,2,74,4.1,Yes,Yes,79,81,Placed
7207,7.252747252747253,0,3,0,84,4.8,Yes,Yes,78,73,Placed
7208,9.120879120879122,1,1,1,70,4.3,No,No,58,67,Placed
7209,9.120879120879122,2,3,2,90,4.6,Yes,Yes,78,79,Placed
7210,8.681318681318682,1,3,0,64,4.1,Yes,Yes,56,70,NotPlaced
7211,8.901098901098901,1,3,2,90,4.8,Yes,Yes,85,82,Placed
7212,8.791208791208792,1,1,2,79,4.6,No,No,58,70,Placed
7213,8.681318681318682,0,3,2,82,4.4,Yes,Yes,74,83,Placed
7214,8.351648351648352,2,1,0,84,4.4,Yes,No,55,83,NotPlaced
7215,8.241758241758243,1,1,3,77,4.4,No,Yes,55,64,NotPlaced
7216,9.230769230769232,1,2,1,87,3.6,No,Yes,55,57,Placed
7217,9.120879120879122,0,1,1,73,4.3,No,Yes,59,71,Placed
7218,7.142857142857143,1,1,0,74,3.5,No,Yes,64,69,NotPlaced
7219,8.461538461538462,1,3,2,90,4.8,Yes,Yes,77,81,Placed
7220,8.901098901098901,0,2,1,85,4.8,Yes,No,87,80,Placed
7221,7.142857142857143,1,1,0,84,4.0,No,Yes,62,75,NotPlaced
7222,9.120879120879122,2,3,0,83,4.8,Yes,Yes,84,79,Placed
7223,8.021978021978022,1,2,0,82,4.4,Yes,No,55,65,NotPlaced
7224,8.241758241758243,1,1,1,67,4.0,No,No,55,71,NotPlaced
7225,8.461538461538462,1,2,0,82,4.4,No,Yes,55,69,NotPlaced
7226,8.461538461538462,0,1,2,68,4.2,Yes,No,75,71,Placed
7227,9.010989010989011,1,3,0,90,4.4,No,Yes,70,84,Placed
7228,9.56043956043956,2,1,2,81,4.5,Yes,Yes,80,80,Placed
7229,7.142857142857143,1,1,1,70,4.3,No,No,55,75,NotPlaced
7230,7.362637362637363,1,2,0,72,4.3,No,Yes,55,72,NotPlaced
7231,8.791208791208792,2,2,3,82,4.0,Yes,Yes,59,82,Placed
7232,7.802197802197803,0,1,0,71,3.8,No,No,55,61,NotPlaced
7233,8.131868131868133,1,1,1,75,3.5,No,No,68,83,NotPlaced
7234,7.912087912087913,0,1,1,75,4.1,No,No,63,80,NotPlaced
7235,9.230769230769232,1,3,0,86,4.7,Yes,Yes,79,84,Placed
7236,9.120879120879122,2,2,2,85,4.8,Yes,Yes,76,88,Placed
7237,8.461538461538462,1,2,0,77,3.9,No,Yes,69,79,NotPlaced
7238,7.472527472527473,1,2,1,79,4.6,No,No,63,78,NotPlaced
7239,9.010989010989011,1,3,0,80,4.6,Yes,Yes,81,71,Placed
7240,9.010989010989011,2,3,2,81,4.8,Yes,Yes,81,83,Placed
7241,9.120879120879122,2,3,2,90,4.7,Yes,Yes,63,87,Placed
7242,8.351648351648352,1,2,1,77,4.6,No,Yes,72,69,NotPlaced
7243,9.45054945054945,1,3,2,88,4.8,Yes,Yes,79,88,Placed
7244,8.791208791208792,1,1,2,82,4.8,No,No,69,68,Placed
7245,8.351648351648352,1,1,1,88,4.0,No,Yes,59,61,NotPlaced
7246,9.010989010989011,1,1,0,76,4.8,No,Yes,82,82,Placed
7247,7.142857142857143,0,1,0,64,3.9,No,Yes,62,66,NotPlaced
7248,8.351648351648352,2,3,2,90,4.8,Yes,Yes,81,84,Placed
7249,9.230769230769232,0,3,2,90,4.8,Yes,Yes,75,83,Placed
7250,7.142857142857143,1,1,1,62,3.5,No,No,55,73,NotPlaced
7251,8.241758241758243,2,2,0,72,4.2,Yes,Yes,77,86,Placed
7252,9.340659340659341,2,2,2,85,4.5,Yes,Yes,68,86,Placed
7253,8.351648351648352,1,2,0,77,4.1,No,Yes,55,58,NotPlaced
7254,9.340659340659341,1,2,0,89,4.8,Yes,Yes,74,82,Placed
7255,8.241758241758243,0,1,0,76,4.0,No,Yes,55,86,NotPlaced
7256,7.252747252747253,2,3,2,79,4.4,Yes,Yes,82,83,Placed
7257,8.791208791208792,2,1,1,77,3.8,No,Yes,83,64,Placed
7258,7.252747252747253,1,1,0,71,3.1,No,Yes,64,67,NotPlaced
7259,8.241758241758243,1,1,1,72,3.8,No,Yes,55,68,NotPlaced
7260,9.340659340659341,2,3,2,90,4.8,Yes,Yes,79,88,Placed
7261,7.472527472527473,2,2,0,76,4.2,No,Yes,59,65,NotPlaced
7262,8.901098901098901,2,3,3,90,4.7,Yes,No,83,82,Placed
7263,8.351648351648352,1,3,0,87,3.9,No,Yes,66,84,NotPlaced
7264,7.472527472527473,1,1,0,60,3.5,No,Yes,55,57,NotPlaced
7265,8.461538461538462,1,1,1,67,3.7,No,No,55,68,NotPlaced
7266,8.901098901098901,1,3,0,88,4.8,Yes,Yes,75,83,Placed
7267,8.131868131868133,1,1,0,85,3.9,No,Yes,62,68,NotPlaced
7268,8.131868131868133,1,1,0,81,4.3,Yes,Yes,67,70,NotPlaced
7269,8.351648351648352,0,1,0,72,3.6,No,No,55,61,NotPlaced
7270,8.681318681318682,1,1,0,70,4.3,Yes,Yes,73,68,NotPlaced
7271,9.010989010989011,1,3,0,90,4.8,Yes,Yes,82,72,Placed
7272,8.351648351648352,1,2,0,66,4.5,No,Yes,55,76,NotPlaced
7273,7.142857142857143,1,3,0,82,4.7,Yes,Yes,55,82,Placed
7274,7.142857142857143,2,3,0,76,3.8,No,Yes,86,70,Placed
7275,8.351648351648352,1,1,0,64,3.4,No,No,55,59,NotPlaced
7276,9.120879120879122,1,2,1,77,3.5,No,Yes,65,68,Placed
7277,7.142857142857143,2,3,2,87,4.8,Yes,Yes,71,84,Placed
7278,7.472527472527473,1,2,0,83,4.3,No,No,57,64,NotPlaced
7279,8.351648351648352,0,3,0,80,4.4,Yes,Yes,83,74,Placed
7280,8.791208791208792,1,1,2,78,4.3,Yes,No,67,69,Placed
7281,9.010989010989011,2,3,2,90,4.8,Yes,Yes,82,84,Placed
7282,7.142857142857143,0,1,0,66,3.8,No,No,55,62,NotPlaced
7283,9.120879120879122,2,3,2,90,4.8,Yes,Yes,78,84,Placed
7284,8.021978021978022,1,1,0,74,4.3,No,No,57,69,NotPlaced
7285,8.571428571428571,1,1,1,76,4.8,No,No,59,70,Placed
7286,8.571428571428571,1,1,1,77,4.1,No,No,69,68,Placed
7287,9.45054945054945,1,3,2,85,4.8,Yes,Yes,78,85,Placed
7288,7.142857142857143,1,2,3,81,4.2,No,Yes,57,67,NotPlaced
7289,7.582417582417583,1,1,1,81,4.0,No,Yes,70,70,Placed
7290,7.142857142857143,1,2,1,68,4.3,Yes,Yes,73,74,Placed
7291,9.340659340659341,2,2,2,90,4.8,Yes,Yes,78,77,Placed
7292,8.901098901098901,1,2,2,84,4.5,Yes,Yes,62,84,Placed
7293,7.362637362637363,0,1,0,76,4.2,Yes,Yes,62,66,NotPlaced
7294,8.131868131868133,2,3,1,81,4.8,Yes,Yes,71,78,Placed
7295,8.351648351648352,1,1,2,81,4.8,No,No,84,67,NotPlaced
7296,8.461538461538462,0,1,1,67,4.4,No,No,55,61,NotPlaced
7297,8.791208791208792,2,3,2,90,4.5,Yes,Yes,85,82,Placed
7298,8.901098901098901,2,3,2,90,4.7,Yes,Yes,78,82,Placed
7299,7.142857142857143,2,1,1,78,3.5,No,Yes,61,67,NotPlaced
7300,9.230769230769232,2,2,0,79,4.6,No,Yes,65,86,Placed
7301,8.131868131868133,1,2,1,69,4.6,No,Yes,55,68,NotPlaced
7302,8.241758241758243,0,2,1,73,3.6,No,Yes,55,65,NotPlaced
7303,8.901098901098901,2,3,1,90,4.7,Yes,No,74,84,Placed
7304,8.351648351648352,0,2,0,61,3.8,No,Yes,55,67,NotPlaced
7305,7.692307692307693,1,1,0,76,4.8,Yes,No,70,63,Placed
7306,7.472527472527473,1,1,0,72,4.2,No,Yes,60,68,NotPlaced
7307,8.571428571428571,2,2,1,79,4.6,Yes,No,79,71,Placed
7308,9.340659340659341,0,3,0,90,4.8,Yes,Yes,79,82,Placed
7309,7.142857142857143,1,1,0,66,4.8,Yes,No,60,64,NotPlaced
7310,9.340659340659341,0,1,0,73,4.3,Yes,Yes,73,67,Placed
7311,9.340659340659341,1,1,2,85,4.3,Yes,Yes,57,61,Placed
7312,9.340659340659341,2,3,2,90,4.8,Yes,Yes,83,88,Placed
7313,7.142857142857143,1,2,0,86,4.4,Yes,Yes,55,66,NotPlaced
7314,7.252747252747253,1,1,0,74,3.6,No,No,55,67,NotPlaced
7315,9.340659340659341,1,3,0,88,4.7,Yes,Yes,76,83,Placed
7316,7.472527472527473,1,3,0,80,3.9,Yes,No,60,70,NotPlaced
7317,9.120879120879122,2,3,2,84,4.7,Yes,Yes,68,80,Placed
7318,9.230769230769232,1,3,0,73,4.5,Yes,Yes,82,83,Placed
7319,9.230769230769232,1,1,2,76,3.7,No,Yes,55,60,Placed
7320,9.340659340659341,0,3,0,90,4.8,Yes,Yes,55,86,Placed
7321,7.142857142857143,1,1,0,71,4.3,Yes,Yes,62,70,NotPlaced
7322,9.120879120879122,1,3,2,82,4.3,Yes,Yes,61,66,Placed
7323,9.230769230769232,1,1,1,70,4.2,No,No,62,68,Placed
7324,8.901098901098901,2,3,0,87,4.4,Yes,Yes,69,78,Placed
7325,8.021978021978022,1,2,1,61,4.7,Yes,Yes,68,72,NotPlaced
7326,8.241758241758243,0,1,0,81,4.2,No,No,67,60,NotPlaced
7327,8.131868131868133,0,2,1,75,4.1,No,Yes,78,65,Placed
7328,8.461538461538462,1,3,2,78,4.6,Yes,Yes,83,81,Placed
7329,7.252747252747253,1,1,0,83,4.4,No,No,55,62,NotPlaced
7330,8.681318681318682,1,3,0,82,4.7,Yes,No,57,72,Placed
7331,9.230769230769232,0,2,2,87,4.3,Yes,Yes,77,67,Placed
7332,8.791208791208792,1,2,1,78,3.6,Yes,Yes,79,83,Placed
7333,8.791208791208792,0,3,2,90,4.1,Yes,Yes,59,86,Placed
7334,9.120879120879122,1,3,2,90,4.8,Yes,Yes,75,85,Placed
7335,8.571428571428571,0,1,0,74,4.5,No,No,55,69,Placed
7336,8.571428571428571,1,2,1,68,3.9,No,No,61,63,NotPlaced
7337,8.351648351648352,1,1,2,89,4.8,No,Yes,76,86,Placed
7338,7.252747252747253,1,2,0,81,4.5,Yes,Yes,62,64,Placed
7339,8.131868131868133,0,3,1,83,4.3,Yes,Yes,82,68,Placed
7340,8.351648351648352,1,3,2,90,4.8,Yes,Yes,74,83,Placed
7341,7.252747252747253,0,1,2,81,4.3,No,Yes,67,72,NotPlaced
7342,9.120879120879122,1,1,0,90,4.3,Yes,Yes,77,80,Placed
7343,9.340659340659341,0,1,1,64,3.8,Yes,No,56,81,Placed
7344,8.131868131868133,1,2,1,61,4.4,Yes,Yes,62,69,Placed
7345,9.120879120879122,2,3,2,90,4.8,Yes,Yes,84,88,Placed
7346,8.461538461538462,1,1,0,82,3.8,Yes,Yes,82,87,Placed
7347,9.010989010989011,2,3,0,76,4.2,Yes,Yes,72,67,Placed
7348,8.901098901098901,2,3,2,90,4.8,Yes,Yes,75,84,Placed
7349,9.120879120879122,2,3,3,89,4.8,Yes,No,74,77,Placed
7350,8.461538461538462,1,1,1,76,4.6,Yes,Yes,59,82,NotPlaced
7351,9.120879120879122,1,3,2,89,4.8,Yes,Yes,81,85,Placed
7352,8.241758241758243,0,3,2,85,4.5,No,Yes,75,73,Placed
7353,9.120879120879122,0,3,0,86,4.3,Yes,No,56,65,Placed
7354,8.791208791208792,1,3,1,75,4.2,Yes,Yes,76,84,Placed
7355,8.241758241758243,1,2,0,66,4.2,No,Yes,55,65,NotPlaced
7356,8.791208791208792,1,1,0,90,4.4,No,Yes,74,62,Placed
7357,8.461538461538462,2,2,2,85,4.7,Yes,Yes,83,82,Placed
7358,8.901098901098901,1,3,0,87,4.7,Yes,Yes,83,85,Placed
7359,8.021978021978022,1,1,0,83,3.7,No,No,55,62,NotPlaced
7360,7.142857142857143,0,2,1,81,4.8,Yes,Yes,55,69,NotPlaced
7361,8.021978021978022,1,1,0,70,4.3,No,Yes,63,76,NotPlaced
7362,8.571428571428571,0,2,2,80,3.9,Yes,Yes,55,67,Placed
7363,7.362637362637363,0,1,0,78,3.0,No,No,55,65,NotPlaced
7364,8.241758241758243,1,1,1,66,4.1,No,Yes,56,69,NotPlaced
7365,8.351648351648352,2,3,1,87,4.4,No,No,63,65,NotPlaced
7366,7.472527472527473,1,1,0,68,4.2,No,Yes,55,63,NotPlaced
7367,7.912087912087913,1,3,3,88,4.6,No,Yes,76,84,Placed
7368,8.131868131868133,1,1,1,73,3.6,No,Yes,62,63,NotPlaced
7369,8.791208791208792,2,3,0,88,4.5,Yes,No,77,84,Placed
7370,8.021978021978022,1,1,1,74,4.8,No,No,55,66,NotPlaced
7371,7.142857142857143,1,1,0,86,4.2,Yes,Yes,65,65,NotPlaced
7372,9.340659340659341,2,3,2,87,4.6,Yes,Yes,73,86,Placed
7373,7.252747252747253,1,1,0,73,4.5,Yes,No,72,66,NotPlaced
7374,9.230769230769232,1,2,0,90,4.8,Yes,Yes,78,86,Placed
7375,9.230769230769232,1,3,1,85,4.8,Yes,Yes,55,80,Placed
7376,9.120879120879122,0,1,2,81,4.4,Yes,Yes,76,81,Placed
7377,7.252747252747253,1,1,0,78,4.6,No,Yes,55,67,NotPlaced
7378,8.461538461538462,2,2,0,71,4.0,No,Yes,55,72,Placed
7379,9.340659340659341,1,3,2,86,4.5,Yes,Yes,89,77,Placed
7380,8.461538461538462,1,2,0,74,4.7,Yes,Yes,69,71,Placed
7381,9.340659340659341,0,3,2,90,4.6,No,Yes,74,72,Placed
7382,8.241758241758243,0,1,1,74,4.0,No,Yes,55,69,NotPlaced
7383,9.230769230769232,2,3,2,90,4.5,Yes,Yes,75,80,Placed
7384,7.252747252747253,1,2,0,70,4.0,No,No,55,62,NotPlaced
7385,9.45054945054945,2,3,2,90,4.8,Yes,Yes,81,87,Placed
7386,9.56043956043956,2,3,2,90,4.8,Yes,Yes,79,87,Placed
7387,9.010989010989011,2,3,2,87,4.8,Yes,Yes,72,88,Placed
7388,8.791208791208792,2,3,2,90,4.7,Yes,Yes,78,80,Placed
7389,9.230769230769232,0,1,1,64,3.6,Yes,Yes,64,65,Placed
7390,9.010989010989011,0,3,1,90,4.8,Yes,No,61,75,Placed
7391,8.241758241758243,1,1,0,71,3.6,No,No,60,65,NotPlaced
7392,9.340659340659341,2,3,2,90,4.7,Yes,Yes,74,86,Placed
7393,8.571428571428571,1,3,1,89,4.8,Yes,Yes,75,85,Placed
7394,8.461538461538462,0,1,0,83,4.7,Yes,Yes,78,84,Placed
7395,9.120879120879122,1,2,0,80,3.6,No,Yes,72,63,Placed
7396,7.802197802197803,1,3,1,77,4.2,Yes,Yes,62,60,NotPlaced
7397,7.912087912087913,1,2,2,75,4.2,No,Yes,65,69,NotPlaced
7398,8.791208791208792,2,3,2,90,4.8,Yes,Yes,81,87,Placed
7399,8.681318681318682,2,3,2,84,4.7,Yes,Yes,72,86,Placed
7400,8.571428571428571,1,3,2,78,4.8,Yes,No,84,66,Placed
7401,8.681318681318682,1,1,0,89,4.5,Yes,Yes,78,81,Placed
7402,7.362637362637363,1,1,0,73,3.5,Yes,Yes,55,63,NotPlaced
7403,8.901098901098901,0,3,2,82,4.8,Yes,No,82,83,Placed
7404,8.241758241758243,2,3,0,81,4.8,Yes,Yes,80,80,Placed
7405,7.142857142857143,1,1,2,68,4.2,No,No,68,64,NotPlaced
7406,8.241758241758243,0,1,0,65,3.9,No,No,55,65,NotPlaced
7407,7.362637362637363,1,1,2,74,4.3,Yes,No,62,72,Placed
7408,8.351648351648352,2,1,0,70,4.4,No,Yes,57,66,NotPlaced
7409,7.472527472527473,1,1,0,82,4.6,No,Yes,58,75,Placed
7410,8.571428571428571,2,2,2,80,4.6,Yes,Yes,90,79,Placed
7411,8.351648351648352,1,1,0,60,3.6,No,No,55,64,NotPlaced
7412,8.901098901098901,2,3,2,90,4.7,Yes,Yes,79,88,Placed
7413,8.131868131868133,0,1,1,69,4.3,No,Yes,55,76,NotPlaced
7414,8.351648351648352,1,1,0,63,3.3,No,No,63,72,NotPlaced
7415,8.351648351648352,1,2,3,81,4.0,No,Yes,55,83,NotPlaced
7416,9.120879120879122,1,3,2,85,4.7,Yes,Yes,71,86,Placed
7417,9.120879120879122,1,3,2,90,4.8,Yes,Yes,69,88,Placed
7418,8.241758241758243,1,1,1,72,4.5,No,Yes,59,65,NotPlaced
7419,8.241758241758243,1,1,1,77,4.4,Yes,No,70,67,NotPlaced
7420,7.142857142857143,1,1,0,67,3.9,No,No,84,66,NotPlaced
7421,8.461538461538462,1,1,0,65,3.9,No,No,55,72,NotPlaced
7422,8.901098901098901,1,3,2,89,4.7,Yes,Yes,71,80,Placed
7423,8.241758241758243,0,1,1,66,4.1,Yes,Yes,58,67,NotPlaced
7424,7.142857142857143,0,3,1,69,4.5,No,No,57,63,NotPlaced
7425,7.142857142857143,1,1,0,60,3.5,No,Yes,59,74,NotPlaced
7426,8.241758241758243,0,1,0,64,4.4,No,Yes,67,69,NotPlaced
7427,9.010989010989011,1,3,2,88,4.8,Yes,Yes,75,82,Placed
7428,8.901098901098901,1,2,2,83,4.8,Yes,Yes,81,82,Placed
7429,8.131868131868133,1,2,0,71,4.6,No,No,63,68,NotPlaced
7430,9.120879120879122,2,3,1,80,4.6,Yes,No,55,80,Placed
7431,8.791208791208792,1,1,1,80,4.2,No,Yes,74,68,Placed
7432,9.56043956043956,2,3,0,82,4.8,Yes,Yes,78,83,Placed
7433,7.802197802197803,1,1,0,69,3.6,Yes,Yes,55,70,NotPlaced
7434,8.021978021978022,1,1,0,69,3.7,No,Yes,56,70,NotPlaced
7435,8.131868131868133,1,1,1,66,3.5,No,Yes,55,70,NotPlaced
7436,8.461538461538462,1,2,1,70,4.8,Yes,Yes,74,85,Placed
7437,7.142857142857143,0,1,0,74,4.2,No,No,64,72,NotPlaced
7438,9.780219780219781,2,3,2,90,4.8,Yes,Yes,72,84,Placed
7439,9.010989010989011,1,3,0,80,4.3,Yes,Yes,79,68,Placed
7440,8.901098901098901,0,2,0,84,4.0,Yes,Yes,68,69,Placed
7441,7.912087912087913,1,1,0,69,4.1,Yes,No,64,73,NotPlaced
7442,8.681318681318682,0,3,1,82,4.0,No,Yes,82,67,Placed
7443,7.142857142857143,1,2,0,61,4.5,No,No,75,68,NotPlaced
7444,8.351648351648352,1,3,3,79,4.2,No,Yes,61,70,NotPlaced
7445,9.010989010989011,2,3,2,85,4.0,Yes,Yes,85,88,Placed
7446,7.472527472527473,1,1,1,64,3.3,No,No,55,68,NotPlaced
7447,7.142857142857143,1,1,0,61,3.5,No,Yes,61,69,NotPlaced
7448,8.461538461538462,1,1,1,75,3.5,No,No,71,66,Placed
7449,8.351648351648352,1,2,1,67,4.6,No,Yes,61,67,NotPlaced
7450,8.241758241758243,1,2,0,78,3.9,No,No,66,68,NotPlaced
7451,7.142857142857143,1,1,1,73,4.5,No,No,55,59,NotPlaced
7452,8.131868131868133,1,1,1,69,4.2,Yes,No,60,69,NotPlaced
7453,8.791208791208792,1,2,1,82,4.8,Yes,Yes,79,80,Placed
7454,8.241758241758243,2,3,0,84,4.5,Yes,Yes,71,68,NotPlaced
7455,9.56043956043956,0,3,2,88,4.7,Yes,Yes,74,86,Placed
7456,8.571428571428571,1,2,0,73,4.5,Yes,Yes,83,75,Placed
7457,8.131868131868133,1,1,0,69,3.9,No,No,62,74,NotPlaced
7458,9.010989010989011,2,3,2,88,4.3,Yes,No,70,88,Placed
7459,9.780219780219781,1,2,1,84,4.1,Yes,Yes,68,62,Placed
7460,8.241758241758243,1,2,2,78,4.5,No,Yes,75,70,Placed
7461,7.802197802197803,1,1,1,71,4.2,Yes,Yes,65,69,NotPlaced
7462,8.901098901098901,0,3,2,90,4.8,Yes,Yes,79,86,Placed
7463,8.241758241758243,0,1,2,72,4.4,No,Yes,55,69,NotPlaced
7464,8.461538461538462,1,3,2,90,4.6,No,Yes,81,79,Placed
7465,9.120879120879122,0,2,0,90,4.6,Yes,Yes,75,82,Placed
7466,7.142857142857143,1,1,1,76,3.8,No,Yes,60,68,NotPlaced
7467,9.230769230769232,1,2,2,86,4.2,Yes,Yes,80,82,Placed
7468,7.142857142857143,2,1,1,86,3.7,Yes,Yes,58,68,NotPlaced
7469,9.340659340659341,0,2,2,85,4.1,Yes,Yes,59,82,Placed
7470,8.571428571428571,1,1,0,86,4.6,No,Yes,59,69,Placed
7471,9.010989010989011,1,3,1,79,4.6,Yes,Yes,73,84,Placed
7472,8.351648351648352,1,2,0,70,3.6,No,Yes,56,66,NotPlaced
7473,7.142857142857143,2,1,0,78,4.4,No,Yes,75,65,NotPlaced
7474,8.131868131868133,1,1,1,62,4.8,Yes,Yes,55,71,NotPlaced
7475,9.340659340659341,1,3,2,86,4.7,Yes,Yes,73,83,Placed
7476,8.461538461538462,1,2,1,76,4.1,No,Yes,56,69,NotPlaced
7477,8.901098901098901,1,2,0,86,4.8,No,Yes,82,63,Placed
7478,7.582417582417583,2,2,0,68,3.2,No,Yes,55,65,NotPlaced
7479,8.461538461538462,0,2,0,72,4.5,No,Yes,63,87,NotPlaced
7480,8.241758241758243,1,1,0,81,3.6,No,Yes,56,71,NotPlaced
7481,9.120879120879122,2,3,2,90,4.2,Yes,Yes,71,81,Placed
7482,8.351648351648352,1,1,0,73,4.2,No,No,56,66,NotPlaced
7483,8.461538461538462,1,2,1,74,4.6,Yes,Yes,64,57,Placed
7484,9.230769230769232,1,2,1,77,4.0,Yes,Yes,79,84,Placed
7485,8.241758241758243,1,2,0,70,4.2,No,Yes,55,72,Placed
7486,8.131868131868133,1,1,0,81,4.6,No,No,83,81,Placed
7487,7.582417582417583,1,1,1,61,4.6,Yes,Yes,55,64,NotPlaced
7488,8.901098901098901,1,2,0,84,4.3,No,No,58,80,Placed
7489,8.791208791208792,0,2,0,85,3.8,Yes,Yes,75,69,Placed
7490,7.142857142857143,1,1,1,81,4.8,No,Yes,58,77,NotPlaced
7491,9.230769230769232,1,1,2,81,4.6,Yes,Yes,70,70,Placed
7492,8.241758241758243,1,1,1,65,4.5,No,No,55,67,NotPlaced
7493,8.461538461538462,1,3,0,74,4.3,Yes,Yes,75,86,Placed
7494,9.120879120879122,2,3,2,90,4.8,Yes,Yes,78,80,Placed
7495,7.142857142857143,0,3,0,77,3.6,Yes,No,60,74,NotPlaced
7496,8.351648351648352,1,1,1,89,4.8,Yes,Yes,55,84,Placed
7497,8.131868131868133,0,1,1,70,4.3,No,Yes,55,69,NotPlaced
7498,7.252747252747253,1,1,0,73,3.1,No,No,58,61,NotPlaced
7499,7.142857142857143,1,1,1,70,4.1,No,No,65,66,NotPlaced
7500,9.010989010989011,1,2,1,79,4.4,Yes,Yes,83,65,Placed
7501,7.142857142857143,1,2,1,74,3.9,No,Yes,56,68,NotPlaced
7502,7.362637362637363,1,1,0,74,4.4,Yes,Yes,55,69,NotPlaced
7503,9.670329670329672,2,3,2,90,4.7,Yes,Yes,74,86,Placed
7504,8.791208791208792,2,3,2,87,3.7,Yes,Yes,72,83,Placed
7505,7.362637362637363,1,2,0,73,3.4,No,Yes,55,59,NotPlaced
7506,9.670329670329672,0,2,1,78,4.5,Yes,Yes,78,71,Placed
7507,8.241758241758243,1,1,0,74,3.5,No,Yes,60,68,Placed
7508,8.681318681318682,1,2,0,64,3.7,Yes,No,62,64,NotPlaced
7509,9.010989010989011,2,2,3,84,4.8,Yes,Yes,79,80,Placed
7510,8.571428571428571,2,2,2,79,4.5,Yes,No,72,86,Placed
7511,7.142857142857143,1,3,2,75,3.8,Yes,Yes,79,67,NotPlaced
7512,9.010989010989011,0,1,1,64,3.9,No,Yes,55,82,Placed
7513,7.582417582417583,1,2,1,74,4.0,Yes,Yes,59,66,NotPlaced
7514,9.340659340659341,0,3,2,88,4.5,Yes,Yes,85,88,Placed
7515,8.131868131868133,1,1,1,70,4.0,Yes,Yes,57,72,NotPlaced
7516,8.901098901098901,2,3,2,90,4.8,Yes,No,79,88,Placed
7517,8.571428571428571,0,1,0,71,3.7,No,No,55,62,Placed
7518,7.142857142857143,1,2,0,81,4.1,Yes,Yes,56,81,NotPlaced
7519,9.230769230769232,0,1,1,78,3.8,Yes,No,64,68,Placed
7520,8.571428571428571,1,1,1,85,4.8,Yes,Yes,82,83,Placed
7521,8.681318681318682,1,3,2,87,4.8,Yes,Yes,82,88,Placed
7522,7.142857142857143,1,1,0,82,4.3,No,Yes,57,70,NotPlaced
7523,8.791208791208792,2,3,0,90,4.5,Yes,Yes,85,79,Placed
7524,8.901098901098901,2,3,2,83,4.5,Yes,Yes,83,82,Placed
7525,8.131868131868133,1,1,2,63,3.6,No,Yes,62,72,NotPlaced
7526,8.901098901098901,2,3,0,89,4.1,Yes,No,81,67,Placed
7527,8.571428571428571,1,3,2,90,4.8,Yes,Yes,58,78,Placed
7528,7.252747252747253,2,1,0,67,3.9,No,No,55,74,NotPlaced
7529,8.021978021978022,1,1,2,82,4.0,Yes,Yes,59,75,NotPlaced
7530,9.120879120879122,1,1,2,90,4.5,Yes,Yes,79,81,Placed
7531,7.142857142857143,1,1,0,70,4.1,No,No,65,72,NotPlaced
7532,9.230769230769232,2,3,2,90,4.8,Yes,Yes,76,85,Placed
7533,8.461538461538462,1,3,0,75,4.0,Yes,Yes,78,81,Placed
7534,7.142857142857143,2,3,2,71,3.8,Yes,Yes,66,80,Placed
7535,8.351648351648352,1,3,2,79,3.8,Yes,Yes,75,88,Placed
7536,9.340659340659341,1,2,0,84,4.5,Yes,Yes,77,81,Placed
7537,7.142857142857143,2,2,2,80,4.6,Yes,Yes,81,72,Placed
7538,7.362637362637363,1,1,0,71,4.1,No,No,60,68,NotPlaced
7539,8.241758241758243,1,1,1,66,4.0,No,Yes,61,72,NotPlaced
7540,8.241758241758243,0,2,1,82,4.2,Yes,Yes,80,85,Placed
7541,8.681318681318682,1,2,0,77,4.2,No,Yes,75,63,Placed
7542,8.461538461538462,1,3,2,85,4.5,Yes,Yes,76,81,Placed
7543,8.571428571428571,2,3,1,90,4.0,Yes,Yes,81,84,Placed
7544,9.45054945054945,2,3,2,90,4.8,Yes,Yes,73,68,Placed
7545,8.901098901098901,2,3,2,85,4.8,Yes,Yes,83,84,Placed
